Title,Original_Title,Year,Released,Runtime,Genre,Director,Writer,Actors,Plot,imdbID,TMDb_ID,MovieLens_ID
A Walk in the Sun,A Walk in the Sun,1945,1945-12-25,117 min,"War, Drama",Lewis Milestone,"Robert Rossen, Harry Brown","Dana Andrews, Richard Conte, George Tyne, John Ireland, Lloyd Bridges","In the 1943 invasion of Italy, one American platoon lands, digs in, then makes its way inland to attempt to take a fortified farmhouse, as tension and casualties mount.",tt0038235,43488,1310
Waiting to Exhale,Waiting to Exhale,1995,1995-12-22,127 min,"Comedy, Drama, Romance",Forest Whitaker,"Terry McMillan, Terry McMillan, Ronald Bass","Whitney Houston, Angela Bassett, Loretta Devine, Lela Rochon, Gregory Hines","Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.",tt0114885,31357,1311
The Pompatus of Love,The Pompatus of Love,1996,1996-07-26,99 min,"Comedy, Romance, Drama",Richard Schenkman,"Jon Cryer, Richard Schenkman, Adam Oliensis","Adrian Pasdar, Jon Cryer, Tim Guinee, Adam Oliensis, Mia Sara","Four guys sit around drinking beer and talking, trying to figure out the meaning of ""the pompatus of love"" (from the Steve Miller song ""Joker"") and analyzing their relationships with women.",tt0117357,85328,1312
Palmetto,Palmetto,1998,1998-02-20,114 min,"Crime, Mystery, Thriller",Volker Schlöndorff,"E. Max Frye, James Hadley Chase","Woody Harrelson, Gina Gershon, Elisabeth Shue, Rolf Hoppe, Michael Rapaport","After spending two years in prison, framed for accepting a bribe, former newspaper reporter Harry Barber is released, bitter and disillusioned. Feeling like he were owed something for his loss of time, he proceeds to get himself involved in a simple kidnapping plot which turns out to be more complex than he imagined.",tt0120782,30949,1313
Surviving the Game,Surviving the Game,1994,1994-04-15,96 min,"Action, Thriller",Ernest R. Dickerson,"Eric Bernt, Richard Connell","Ice-T, Rutger Hauer, Charles S. Dutton, Gary Busey, John C. McGinley","A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",tt0111323,17585,1314
Inventing the Abbotts,Inventing the Abbotts,1997,1997-04-04,110 min,"Drama, Romance",Pat O'Connor,"Ken Hixon, Sue Miller","Joaquin Phoenix, Liv Tyler, Jennifer Connelly, Billy Crudup, Joanna Going","In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon.",tt0119381,12723,1315
The Horse Whisperer,The Horse Whisperer,1998,1998-02-01,170 min,"Adventure, Drama, Romance",Robert Redford,"Richard LaGravenese, Eric Roth, Nick Evans","Robert Redford, Kristin Scott Thomas, Sam Neill, Scarlett Johansson, Dianne Wiest",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,tt0119314,547,1316
The Journey of August King,The Journey of August King,1995,1995-09-14,91 min,Drama,John Duigan,John Ehle,"Jason Patric, Thandiwe Newton, Larry Drake, Sam Waterston, Eric Mabius","The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",tt0113490,61548,1317
Catwalk,Catwalk,1995,1995-12-08,95 min,Documentary,Robert Leacock,,"Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann, Sandra Bernhard","A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",tt0112646,89333,1318
The Neon Bible,The Neon Bible,1995,1995-08-23,92 min,Drama,Terence Davies,"John Kennedy Toole, Terence Davies","Jacob Tierney, Drake Bell, Gena Rowlands, Diana Scarwid, Denis Leary","During a train ride, a teenager recalls his upbringing in 1940s small-town Georgia and the events that have led to this point.",tt0113952,39428,1319
Homage,Homage,1995,1995-05-03,97 min,"Thriller, Drama",Ross Kagan Marks,"Mark Medoff, Mark Medoff","Blythe Danner, Frank Whaley, Sheryl Lee, Danny Nucci, Bruce Davison","The young caretaker at the estate of a reclusive woman develops a dangerous obsession with her daughter, a sexy television star. Unexpected twists and turns.",tt0113319,291731,1320
Métisse,Métisse,1993,1993-08-18,94 min,"Comedy, Romance",Mathieu Kassovitz,Mathieu Kassovitz,"Julie Mauduech, Hubert Koundé, Mathieu Kassovitz, Vincent Cassel, Tadek Lokcinski","Lola is pregnant, and she isn’t sure who the father is: Félix, a Jewish delivery boy, or Jamal, a black law student.",tt0107642,47507,1322
The Wooden Man's Bride,五魁,1994,1994-02-05,113 min,"Drama, Romance",Huang Jianxin,Zhengguang Yang,"Ku Pao-Ming, Mingjun Kao, Lan Wang, Wang Yumei, Wang Fuli","After her groom is killed in a bandit ambush, a young peasant bride must move into the home of her wealthy mother-in-law, Madame Liu. In a perverse tribute to her fallen son, Madame Liu imposes on her new daughter-in-law a life of domestic servitude. In the midst of her misery, the young widow finds new romance with another peasant, the gentle and brave Kui. But when Madame Liu discovers her infidelity, she vows to keep the lovers apart.",tt0111752,59146,1323
Loaded,Loaded,1994,1994-09-01,91 min,"Drama, Mystery, Thriller",Anna Campion,Anna Campion,"Oliver Milburn, Catherine McCormack, Thandiwe Newton, Danny Cunningham, Dearbhla Molloy","A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",tt0110374,54850,1324
August,August,1996,1996-08-08,94 min,"Romance, Comedy, Drama",Anthony Hopkins,"Anton Chekhov, Julian Mitchell","Anthony Hopkins, Leslie Phillips, Kate Burton, Gawn Grainger, Rhian Morgan","Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya.""",tt0115591,161070,1325
Boys,Boys,1996,1996-05-10,86 min,"Romance, Drama, Mystery",Stacy Cochran,"James Salter, Stacy Cochran","Winona Ryder, Lukas Haas, John C. Reilly, James Le Gros, Skeet Ulrich","Fed up with boarding school and frustrated with the way others have planned his life, John Baker Jr. wants a change -- anything to shake up his staid routine. The moment arrives when he stumbles upon a woman, Patty Vare, unconscious in a field. Deciding to risk it, John takes her to his dorm to look after her, much to the disapproval of his friends. John's decision proves fateful as he and Patty grow close to one another. However, she may be keeping secrets from him.",tt0115742,43634,1326
Captives,Captives,1994,1994-05-03,100 min,"Drama, Thriller, Mystery, Romance",Angela Pope,Frank Deasy,"Julia Ormond, Tim Roth, Colin Salmon, Keith Allen, Mark Strong","A beautiful young dentist working in a tough British prison starts to become attracted to a violent inmate after the break-up of her marriage, and embarks upon an illicit affair with him, with terrible consequences for all.",tt0109374,37667,1327
Of Love and Shadows,Of Love and Shadows,1994,1994-05-10,103 min,Drama,Betty Kaplan,"Donald Freed, Isabel Allende","Jennifer Connelly, Antonio Banderas, Stefania Sandrelli, Diego Wallraff, Camilo Gallardo","Irene is a magazine editor living under the shadow of the Pinochet dictatorship in Chile. Francisco is a handsome photographer and he comes to Irene for a job. As a sympathizer with the underground resistance movement, Francisco opens her eyes and her heart to the atrocities being committed by the state.",tt0110712,90148,1328
An Unforgettable Summer,Un été inoubliable,1994,1994-06-15,82 min,"Drama, Romance, War",Lucian Pintilie,"Lucian Pintilie, Petru Dumitriu","Kristin Scott Thomas, Claudiu Bleonţ, Olga Tudorache, George Constantin, Ion Pavlescu","In 1925 Romania, young Marie-Therese Von Debretsy refuses the flirtatious advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a brutally bleak and dangerous outpost on the Bulgarian/Romanian frontier where both their relationship and humanity are severely tested.",tt0111546,81949,1330
My Life and Times with Antonin Artaud,En compagnie d'Antonin Artaud,1993,1993-11-16,90 min,Drama,Gérard Mordillat,,"Sami Frey, Marc Barbé, Julie Jézéquel, Valérie Jeannet","May, 1946, in Paris young poet Jacques Prevel meets Antonin Artaud, the actor, artist, and writer just released from a mental asylum. Over ten months, we follow the mad Artaud from his cruel coaching of an actress in his ""theatre of cruelty"" to his semi-friendship with Prevel who buys him drugs and hangs on his every word. Meanwhile, Prevel divides his time between Jany, his blond, young, drug-hazed mistress, and Rolande, his dark-haired, long-suffering wife, who has a child during this time. Cruelty, neglect, poverty, egoism, madness, and the pursuit of art mix on the Left Bank.",tt0106810,124306,1332
Midnight Dancers,Sibak,1994,1994-09-09,118 min,"Drama, Crime",Mel Chionglo,"Ricardo Lee, Ricardo Lee","Alex del Rosario, Gandong Cervantes, Lawrence David, Luis Cortes, Richard Cassity","Brothers Joel, Dennis and Sonny  work together as dancers at a low-rent gay bar in downtown Manila, in the Philippines. Despite his mother's pleas, Sonny decides to quit college to work full-time at the bar, while Dennis has moved beyond dancing into prostitution at the urging of the manipulative club manager. Joel, the eldest, tries to balance his secret gay life with his socially respectable role as a husband and father.",tt0111180,183955,1333
Somebody to Love,Somebody to Love,1994,1994-09-27,102 min,"Comedy, Drama",Alexandre Rockwell,"Sergei Bodrov, Alexandre Rockwell","Harvey Keitel, Rosie Perez, Anthony Quinn, Steve Buscemi, Stanley Tucci","Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money.",tt0111237,44535,1334
American Buffalo,American Buffalo,1996,1996-09-13,88 min,"Drama, Crime",Michael Corrente,"David Mamet, David Mamet","Dustin Hoffman, Dennis Franz, Sean Nelson",Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.,tt0115530,31546,1335
Kazaam,Kazaam,1996,1996-07-17,94 min,"Fantasy, Comedy, Family",Paul Michael Glaser,"Christian Ford, Roger Soffer","Shaquille O'Neal, Francis Capra, Ally Walker, Marshall Manesh, James Acheson","When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.",tt0116756,11511,1336
Larger Than Life,Larger Than Life,1996,1996-07-26,93 min,Comedy,Howard Franklin,"Roy Blount Jr., Pen Densham, Garry Williams","Bill Murray, Janeane Garofalo, Matthew McConaughey, Linda Fiorentino, Pat Hingle","Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. One day, he receives a telegram that his circus clown father has passed away and left a ""huge"" inheritance: an elephant that was his father's pride and joy. His main intention to sell the pachyderm off, Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two trek through the country Jack and the elephant develop a bond, and it changes his approach to life for the better.",tt0116823,34170,1337
Stefano Quantestorie,Stefano Quantestorie,1993,1993-05-26,82 min,Comedy,Maurizio Nichetti,"Laura Fischetto, Maurizio Nichetti, Maurizio Nichetti","Maurizio Nichetti, Elena Sofia Ricci, Amanda Sandrelli, Caterina Sylos Labini, James Thierrée","Stefano is now forty years old but has not yet found his purpose in life, remaining an eternal dreamer waiting for that decisive enlightenment. With his parents who have great plans for him, Stefano realizes that he lost most of his years without a real goal and thinks back to all those missed opportunities that could have led him to another path, between old loves and unexploited opportunities .",tt0108220,69895,1339
The Crude Oasis,The Crude Oasis,1995,1995-07-07,81 min,"Thriller, Romance, Mystery",Alex Graves,Alex Graves,"Jennifer Taylor, Aaron Shields, Robert Peterson","A young housewife plagued by disturbing nightmares comes face to face with the handsome stranger from her dreams. Obsessed with this mysterious man, she follows him through the night to a desolate roadside bar. There, she uncovers her deepest desires.",tt0112746,525936,1340
Hedd Wyn,Hedd Wyn,1992,1992-08-15,123 min,"War, Drama",Paul Turner,"Dwynewn Berry, Trevor Keates, Alan Llwyd","Huw Garmon, Catrin Fychan, Ceri Cunnington, Llio Silyn, Grey Evans","'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar.",tt0104403,151489,1341
The Convent,O Convento,1995,1995-09-06,91 min,"Mystery, Drama",Manoel de Oliveira,"Manoel de Oliveira, Agustina Bessa-Luís","Catherine Deneuve, John Malkovich, Luís Miguel Cintra, Leonor Silveira, João Bénard da Costa","The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.",tt0112716,124614,1342
Lotto Land,Lotto Land,1995,1995-06-01,87 min,Drama,John Rubino,,,"This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involved in drugs) who falls in love with a latino girl (who is heading off to college on a full scholarship). The second is about their parents, (she works in the neighborhood liquor store; he works for the phone company). The story takes place against the backdrop of a winning lottery ticket worth $27 million being sold to someone in the neighborhood from the liquor store.",tt0113695,124619,1343
Dingo aux jeux olympiques,Dingo aux jeux olympiques,1992,1992-02-01,,"Animation, Comedy, Family",,"Jack Kinney, Webb Smith, Leo Thiele, Ralph Wright",John McLeish,,,883720,1346
The Ballad of Narayama,楢山節考,1958,1958-06-01,98 min,Drama,Keisuke Kinoshita,"Shichirō Fukazawa, Keisuke Kinoshita","Kinuyo Tanaka, Teiji Takahashi, Yūko Mochizuki, Seiji Miyaguchi, Yūnosuke Itō","In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?",tt0051980,116690,1347
Every Other Weekend,Un week-end sur deux,1990,1990-08-28,104 min,Drama,Nicole Garcia,"Nicole Garcia, Jacques Fieschi, Anne-Marie Etienne, Philippe Le Guay","Nathalie Baye, Joachim Serreau, Felicie Pasotti, Miki Manojlović, Henri Garcin","Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail.",tt0100840,213917,1348
Mille bolle blu,Mille bolle blu,1993,1993-01-01,97 min,Comedy,Leone Pompucci,"Filippo Pichi, Leone Pompucci","Claudio Bigagli, Antonio Catania, Clelia Rondinella, Stefano Dionisi, Paolo Bonacelli","The movie tells the little stories of a group of families who live in the same building in Rome as seen from the eyes of Sandrino, a little kid who is awaiting for a total eclipse of the sun, that really happened during summer of '61, and it was was fully visible from Italy. He sees his family life, a young girl who is about to marry a man she doesn't love, an old man who has just died and whose relatives fight for his inheritance, a blind trumpet player who hopes to recover, his little friends...",tt0107575,145925,1349
Crows and Sparrows,烏鴉與麻雀,1949,1949-01-11,113 min,Drama,Zheng Jun-li,"Chen Baichen, Zheng Jun-li, Zhao Dan, Xu Tao, Shen Fu","Zhao Dan, Wei Heling, Qi Mengshi, Li Tian-Ji, Baoluo Li","At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill.",tt0042054,100914,1350
Lover's Knot,Lover's Knot,1996,1996-07-12,82 min,"Romance, Comedy",Peter Shaner,Peter Shaner,"Zelda Rubinstein, Billy Campbell, Jennifer Grey, Tim Curry, Adam Baldwin",A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.,tt0116934,241058,1351
Shadow of Angels,Schatten der Engel,1976,1976-09-03,101 min,Drama,Daniel Schmid,"Rainer Werner Fassbinder, Rainer Werner Fassbinder, Daniel Schmid","Ingrid Caven, Rainer Werner Fassbinder, Klaus Löwitsch, Jean-Claude Dreyfus, Debria Kalpataru","Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers.",tt0075169,10232,1352
1-900,06,1994,1994-09-01,87 min,"Drama, Romance",Theo van Gogh,"Johan Doesburg, Ad van Kempen, Marcel Otten, Johan Doesburg, Ariane Schluter","Ad van Kempen, Ariane Schluter","Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by",tt0109001,101230,1353
Venice/Venice,Venice/Venice,1992,1992-04-10,108 min,Drama,Henry Jaglom,Henry Jaglom,"Nelly Alard, Henry Jaglom, Melissa Leo, Suzanne Bertish, Daphna Kastner","Dean is a maverick American film director surprised that his most recent film has been chosen as the Official U.S. Entry at the Venice Film Festival. A beautiful French journalist arrives at the festival with the apparent intention of interviewing the unique and eccentric filmmaker. In the midst of all the festival madness, she is forced to confront the wide divergence between things as they really are and things as they seem to be - both on screen and off. And so, finally, are we. Shot half in Venice, Italy and half in Venice, California, ""Venice/Venice"" looks at the profound effect movies have had - and continue to have - on our lives, our loves and on our dreams of romance.",tt0105729,293794,1354
Infinity,Infinity,1996,1996-10-04,119 min,"Drama, Romance",Matthew Broderick,"Patricia Broderick, Richard Feynman, Ralph Leighton","Matthew Broderick, Patricia Arquette, Peter Riegert, Jeffrey Force, David Drew Gallagher",Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,tt0116635,2033,1355
Ed's Next Move,Ed's Next Move,1996,1996-10-18,88 min,"Comedy, Romance",John C. Walsh,John C. Walsh,"Matt Ross, Catherine Curtin, Callie Thorne, Will Arnett, Kevin Carroll","Ed lives in Wisconsin. He's just been dumped by his girlfriend, so he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the genetics of different strains of rice. Then Ed meets Lee, a quirky singer. She's just what Ed thinks he's looking for, and she's available...or is she?",tt0116167,161806,1356
The Sexual Life of the Belgians,La Vie sexuelle des Belges 1950-1978,1994,1994-01-28,85 min,"Comedy, Romance",Jan Bucquoy,Jan Bucquoy,"Jean-Henri Compère, Noe Francq, Isabelle Legros, Sophie Schneider, Jacques Druaux","Jan Bucquoy narrates the story of his sexual life to age 28, imagining his conception (parents drunk, the encounter lasting ten seconds) and reporting his first orgasm (at the hands of Eddy, in a beach-side caravan, as they watch Laurel and Hardy), his comparative experiences with girls, and his move from Harelbeck to Brussels. There he meets Greta, bartender at a Bohemian cafe, who teaches him the Kama Sutra, the naked Esther, who reads him stories, and Thérèse, his wife for three years. They split after two children; he moves to a small flat, writes pornography to pay the bills, works sporadically on a novel, espouses anarchism, and meets more women. His self-confidence grows.",tt0111622,116356,1360
American Strays,American Strays,1996,1996-09-12,97 min,"Action, Comedy",Michael Covert,Michael Covert,"Luana Anders, Robert Fields, Brion James, Sam J. Jones, Toni Kalem","Somewhere on the fringe of society, ten dangerous strangers are on a road to Red's Desert Oasis Diner. Packing more fire power than the LA police force, two hitmen, two hoods, two outlaws, and a mixed bag of other quirky characters hilariously converge for the showdown of a lifetime.",tt0115531,136311,1362
The Leopard Son,The Leopard Son,1996,1996-09-27,87 min,Documentary,Hugo van Lawick,,John Gielgud,"The true story of the birth, growth and coming of age of a leopard cub in Africa's Serengeti plain. The journey of ""The Leopard Son"" begins at his mother's side where he discovers, through play, essential skills for survival in the wild. As it is with humans, there inevitably comes the day when a child must leave his mother to go out on his own.",tt0116859,17642,1363
Bird of Prey,Bird of Prey,1996,1996-10-04,95 min,"Crime, Drama",Temístocles López,"Tracy Hall Adams, James J. Mellon, Boyan Milushev, Lynette Prucha","Jennifer Tilly, Boyan Milushev, Richard Chamberlain, Lenny Von Dohlen, Robert Carradine","As a boy, Dominik watched an American crime boss murder his father, a police officer fighting corruption in Sofia, Bulgaria. Years later, he attempts to avenge his father's death but is imprisoned for 15 years for attempted murder. In prison, he meets an American photo-journalist who shares his enemy and his thoughts of revenge. Released from prison, the two hatch a plot which involves the man's recently-arrived daughter.",tt0115684,146341,1364
Johnny One Hundred Pesos,Johnny cien pesos,1993,1993-10-14,90 min,"Drama, Crime",Gustavo Graef-Marino,"Gustavo Graef-Marino, Gerardo Cáceres","Armando Araiza, Patricia Rivera, Willy Semler, Aldo Parodi, Rodolfo Bravo","Based on real events, 17-year-old Johnny García becomes involved with four older thugs who are planning to rob a money-laundering business masquerading as a video store. As they try to escape, a swarm of exploitative media attention awaits.",tt0107274,49688,1365
Faust,Lekce Faust,1994,1994-09-10,97 min,"Animation, Fantasy, Drama",Jan Švankmajer,"Christopher Marlowe, Jan Švankmajer, Christian Dietrich Grabbe, Johann Wolfgang von Goethe","Petr Čepek, Jan Kraus, Jiří Suchý, Vladimír Kudla, Antonín Zacpal","A very free adaptation of Marlowe's 'Doctor Faustus', Goethe's 'Faust' and various other treatments of the old legend of the man who sold his soul to the devil. A nondescript man is lured by a strange map into a sinister puppet theatre, where he finds himself immersed in an indescribably weird version of the play, blending live actors, clay animation and giant puppets.",tt0109781,18919,1367
Mina Tannenbaum,Mina Tannenbaum,1994,1994-03-02,128 min,"Drama, Comedy",Martine Dugowson,Martine Dugowson,"Romane Bohringer, Elsa Zylberstein, Florence Thomassin, Jean-Philippe Écoffey, Eric Defosse",The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,tt0110521,86369,1368
I Can't Sleep,J'ai pas sommeil,1994,1994-05-18,112 min,"Drama, Mystery, Thriller",Claire Denis,"Claire Denis, Jean-Pol Fargeau","Yekaterina Golubeva, Richard Courcet, Vincent Dupont, Laurent Grévill, Alex Descas","Ninon is a spirited hotel-manager who teaches self-defense classes to her terrified eldery neighbors. Daiga, an aspiring Lithuanian actress newly arrived to Paris, becomes fascinated with the life of a mysteriously beautiful drag performer.",tt0110171,64900,1370
The Machine,La Machine,1994,1994-05-28,96 min,"Horror, Thriller, Science Fiction",François Dupeyron,"René Belletto, François Dupeyron","Gérard Depardieu, Nathalie Baye, Didier Bourdon, Natalia Wörner, Julie Depardieu","This deftly made French psychological thriller terrifies with its exploration of an experiment gone horribly wrong. Dr. Marc Lacroix, a psychiatrist specializing in brain functions, is obsessed with the link between mind and spirit. To find his link he studies the criminally insane. He builds a secret machine, known only to his mistress Marianne, in which he hopes to exchange minds between humans. He simultaneously wants to help the mentally ill recover, and he wants to experience their madness. He chooses the psychotic killer, Zyto, a man who stabbed at least three women, for his experiment. The initial experiment is successful and the two exchange minds. But trouble ensues when Zyto refuses to reverse the switch. There is little Marc can do when Zyto takes over Marc's life, and more ominously his wife and child whom are unknowingly in mortal danger. Marc, encased in Zyto's body, is returned to the asylum. Will Marc's wife recognize the danger? Will Zyto kill again?",tt0110425,197537,1371
The Stranger,The Stranger,1994,1994-07-25,,Thriller,Christopher C. Frieri,,Mark Fucile,"A cynical tattooed loser first loses his job as a janitor in a bar run by a dwarf, then loses his mind.",tt0123281,708664,1372
Good Morning,Good Morning,1971,1971-01-01,12 min,,Ken Greenwald,"Ken Greenwald, Denny Evans","Vern Rowe, Roger Carroll","Good Morning is a 1971 short film directed by Ken Greenwald, with Roger Carroll and Vern Rowe. It follows a man who wakes up hoping to have a good day, but reality keeps getting in the way. The film was nominated for an Oscar for Best Live Action Short Film.",tt0067152,243351,1373
Falling in Love Again,Falling in Love Again,1980,1980-11-21,103 min,"Drama, Romance",Steven Paul,"Steven Paul, Susannah York, Ted Allan, Steven Paul, Hank Paul","Elliott Gould, Susannah York, Kaye Ballard, Stuart Paul, Michelle Pfeiffer","Harry and Sue Lewis met in the 40s as teenagers living in the Bronx. He was an aspiring architect, she was the most beautiful girl in school, and both had a fondness for bran muffins. They fell in love, got married, moved to Los Angeles, and had two kids. While struggling with his midlife crisis, Harry receives an invitation for his high school's reunion back so he takes Sue and their teenage kids on a cross-country car trip back to the Big Apple. Will they see in the Bronx what they expected? Will the good memories from their past help rekindle their fading love? Is it too late to dream?",tt0080714,66597,1374
The Cement Garden,The Cement Garden,1993,1993-02-20,105 min,Drama,Andrew Birkin,"Ian McEwan, Andrew Birkin","Andrew Robertson, Charlotte Gainsbourg, Alice Coulthard, Ned Birkin, Sinéad Cusack","After the death of her husband, the mother of Julie, Jack, Sue and Tom begins to suffer from a mysterious illness. Aware that she is going to have to go into hospital she opens a bank account for the children, so that they can be financially self-sufficient and will be able to avoid being taken into care by the authorities. Unfortunately she also dies and Julie and Jack (the older, teenage children) decide to hide her body in the basement so that they can have free reign of their household. Soon Tom has taken to dressing as a girl whilst Sue has become increasingly reticent, confiding only to her diary, meanwhile Jack and Julie sense an attraction developing for each other. However Julie's new beau, Derek, threatens to unearth the many dark secrets within this family as he becomes increasingly suspicious of Jack.",tt0106535,14832,1375
Meet Wally Sparks,Meet Wally Sparks,1997,1997-01-31,105 min,Comedy,Peter Baldwin,"Harry Basil, Rodney Dangerfield, Harry Basil","Rodney Dangerfield, Debi Mazar, Burt Reynolds, David Ogden Stiers, Rita McKenzie",Wally Sparks is a tabloid TV show reporter who's trying to boost ratings on his show. He goes to the governor's mansion to uncover a sex scandal.,tt0119644,40506,1376
